id_venda;data_venda;hora_venda;cliente_id;genero_cliente;faixa_etaria;produto_id;produto;genero_produto;categoria;tamanho;cor;quantidade;preco_unitario;desconto_pct;valor_desconto;valor_bruto;valor_liquido;custo_unitario;custo_total;margem_bruta;status_pedido;campanha;canal;loja_id;loja_nome;cidade;uf;vendedor_id;forma_pagamento
CL-009112;2023-02-23;13:29:09;CLI-01749;F;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Branco;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;credito
CL-009113;2023-02-23;13:45:51;CLI-02104;F;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;G;Azul Marinho;1;109.90;0.10;10.99;109.90;98.91;45.10;45.10;53.81;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-009114;2023-02-23;10:39:55;CLI-00419;M;45-54;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;PP;Vinho;1;64.90;0.10;6.49;64.90;58.41;24.90;24.90;33.51;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;debito
CL-009115;2023-02-24;12:37:39;CLI-00105;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;G;Preto;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-009116;2023-02-24;18:50:04;CLI-01965;F;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Branco;1;89.90;0.10;8.99;89.90;80.91;35.50;35.50;45.41;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;pix
CL-009117;2023-02-24;15:49:18;CLI-02332;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Rosa;1;139.90;0.10;13.99;139.90;125.91;57.80;57.80;68.11;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;pix
CL-009118;2023-02-24;15:46:30;CLI-00824;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Rosa;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-009119;2023-02-24;09:36:25;CLI-02206;M;45-54;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Branco;2;64.90;0.00;0.00;129.80;129.80;24.90;49.80;80.00;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-009120;2023-02-24;12:57:06;CLI-00385;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;PP;Azul Marinho;1;64.90;0.15;9.74;64.90;55.17;24.90;24.90;30.27;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-009121;2023-02-24;12:01:21;CLI-00582;M;45-54;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Branco;1;99.90;0.10;9.99;99.90;89.91;39.20;39.20;50.71;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;credito
CL-009122;2023-02-24;14:04:10;CLI-00547;M;45-54;XFIT-REG-005;Regata Essential;Unissex;Regatas;P;Azul Marinho;1;69.90;0.15;10.49;69.90;59.42;27.60;27.60;31.82;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;credito
CL-009123;2023-02-24;21:47:27;CLI-02535;F;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Verde Oliva;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-009124;2023-02-24;12:10:25;CLI-01568;Nao informado;45-54;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Verde Oliva;2;109.90;0.20;43.96;219.80;175.84;45.10;90.20;85.64;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-009125;2023-02-24;15:33:00;CLI-01106;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;G;Verde Oliva;1;89.90;0.15;13.49;89.90;76.42;35.50;35.50;40.92;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-009126;2023-02-24;14:48:09;CLI-00733;F;35-44;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Preto;1;64.90;0.15;9.74;64.90;55.17;24.90;24.90;30.27;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-009127;2023-02-24;19:45:44;CLI-01581;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;M;Preto;1;69.90;0.15;10.49;69.90;59.42;27.60;27.60;31.82;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-009128;2023-02-24;13:32:53;CLI-01303;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Azul Marinho;3;64.90;0.00;0.00;194.70;194.70;24.90;74.70;120.00;devolvida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-009129;2023-02-25;17:27:53;CLI-02055;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Rosa;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
CL-009130;2023-02-25;20:17:15;CLI-02335;M;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;P;Azul Marinho;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;debito
CL-009131;2023-02-25;13:47:05;CLI-01916;Nao informado;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;M;Verde Oliva;1;159.90;0.10;15.99;159.90;143.91;70.20;70.20;73.71;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-009132;2023-02-25;21:56:50;CLI-01310;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Azul Marinho;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-009133;2023-02-25;18:10:23;CLI-00098;F;25-34;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;P;Vinho;1;189.90;0.10;18.99;189.90;170.91;82.30;82.30;88.61;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
CL-009134;2023-02-25;17:08:40;CLI-01352;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Grafite;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-009135;2023-02-25;22:17:07;CLI-02221;M;45-54;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Branco;1;99.90;0.05;5.00;99.90;94.91;39.20;39.20;55.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-009136;2023-02-25;16:36:07;CLI-01311;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;G;Grafite;1;69.90;0.00;0.00;69.90;0.00;27.60;27.60;0.00;cancelada;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-009137;2023-02-25;18:14:27;CLI-02376;M;35-44;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;P;Azul Marinho;1;189.90;0.00;0.00;189.90;189.90;82.30;82.30;107.60;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;debito
CL-009138;2023-02-25;15:29:24;CLI-01697;F;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Branco;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-009139;2023-02-25;12:15:36;CLI-00538;M;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Rosa;2;99.90;0.00;0.00;199.80;199.80;39.20;78.40;121.40;devolvida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;credito
CL-009140;2023-02-25;20:46:02;CLI-01913;F;45-54;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;P;Verde Oliva;1;29.90;0.05;1.50;29.90;28.40;9.80;9.80;18.60;devolvida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-009141;2023-02-25;15:05:36;CLI-01940;M;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Rosa;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-009142;2023-02-27;13:39:03;CLI-01437;F;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;G;Grafite;1;89.90;0.10;8.99;89.90;80.91;35.50;35.50;45.41;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-009143;2023-02-27;16:57:17;CLI-01493;F;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Grafite;1;89.90;0.15;13.49;89.90;76.42;35.50;35.50;40.92;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;debito
CL-009144;2023-02-27;15:42:16;CLI-01305;F;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;P;Verde Oliva;1;69.90;0.00;0.00;69.90;69.90;27.60;27.60;42.30;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;credito
CL-009145;2023-02-27;16:27:58;CLI-00057;M;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Rosa;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-009146;2023-02-27;18:15:50;CLI-02425;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;G;Grafite;1;89.90;0.10;8.99;89.90;80.91;35.50;35.50;45.41;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-009147;2023-02-27;10:19:19;CLI-02208;F;18-24;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;P;Branco;1;109.90;0.15;16.48;109.90;93.42;45.10;45.10;48.32;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-009148;2023-02-27;21:17:56;CLI-02128;M;18-24;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;PP;Vinho;1;189.90;0.15;28.48;189.90;161.42;82.30;82.30;79.12;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-009149;2023-02-27;19:39:11;CLI-02365;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Preto;1;99.90;0.05;5.00;99.90;94.91;39.20;39.20;55.70;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-009150;2023-02-27;20:33:32;CLI-00893;F;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;M;Vinho;1;109.90;0.15;16.48;109.90;93.42;45.10;45.10;48.32;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
CL-009151;2023-02-27;09:03:14;CLI-02633;F;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Azul Marinho;1;139.90;0.20;27.98;139.90;111.92;57.80;57.80;54.12;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-009152;2023-02-27;18:00:49;CLI-02739;F;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Preto;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-009153;2023-02-27;20:11:19;CLI-01591;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;G;Branco;1;89.90;0.20;17.98;89.90;71.92;35.50;35.50;36.42;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-009154;2023-02-28;20:11:31;CLI-01349;M;55+;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;G;Rosa;1;159.90;0.20;31.98;159.90;0.00;70.20;70.20;0.00;cancelada;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-009155;2023-02-28;15:13:39;CLI-01570;M;18-24;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;GG;Preto;1;149.90;0.10;14.99;149.90;134.91;63.40;63.40;71.51;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-009156;2023-02-28;10:37:59;CLI-02204;F;18-24;XFIT-REG-005;Regata Essential;Unissex;Regatas;GG;Vinho;1;69.90;0.10;6.99;69.90;62.91;27.60;27.60;35.31;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;pix
CL-009157;2023-02-28;11:39:29;CLI-00330;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Vinho;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-009158;2023-02-28;17:26:25;CLI-00711;M;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Branco;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-009159;2023-02-28;13:35:25;CLI-01820;F;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;P;Vinho;2;159.90;0.00;0.00;319.80;319.80;70.20;140.40;179.40;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;credito
CL-009160;2023-02-28;13:41:03;CLI-01358;F;18-24;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;G;Branco;2;109.90;0.10;21.98;219.80;197.82;45.10;90.20;107.62;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-009161;2023-03-01;15:31:59;CLI-02422;M;35-44;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Vinho;2;64.90;0.15;19.47;129.80;110.33;24.90;49.80;60.53;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-009162;2023-03-01;19:20:44;CLI-02060;M;18-24;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Verde Oliva;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
CL-009163;2023-03-01;21:17:48;CLI-01531;F;45-54;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;PP;Verde Oliva;1;159.90;0.10;15.99;159.90;143.91;70.20;70.20;73.71;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-009164;2023-03-01;21:49:33;CLI-01323;F;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;M;Grafite;1;109.90;0.05;5.50;109.90;104.41;45.10;45.10;59.30;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;debito
CL-009165;2023-03-01;16:41:38;CLI-02739;F;18-24;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;PP;Verde Oliva;1;79.90;0.15;11.99;79.90;67.92;31.70;31.70;36.22;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-009166;2023-03-01;11:42:51;CLI-00704;F;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Verde Oliva;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;credito
CL-009167;2023-03-01;18:54:37;CLI-01755;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;PP;Branco;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-009168;2023-03-01;21:39:18;CLI-02121;M;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;GG;Verde Oliva;2;109.90;0.10;21.98;219.80;197.82;45.10;90.20;107.62;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-009169;2023-03-02;11:01:10;CLI-02291;M;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;M;Azul Marinho;1;159.90;0.15;23.98;159.90;135.92;70.20;70.20;65.72;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-009170;2023-03-02;20:02:22;CLI-01119;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Branco;1;79.90;0.10;7.99;79.90;71.91;31.70;31.70;40.21;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-009171;2023-03-02;11:10:13;CLI-01134;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Azul Marinho;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-009172;2023-03-02;10:38:49;CLI-02401;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Azul Marinho;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-009173;2023-03-02;10:25:06;CLI-02781;M;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;GG;Grafite;1;29.90;0.20;5.98;29.90;23.92;9.80;9.80;14.12;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-009174;2023-03-02;19:52:41;CLI-01007;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;GG;Preto;1;29.90;0.05;1.50;29.90;28.40;9.80;9.80;18.60;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;credito
CL-009175;2023-03-02;09:51:26;CLI-00504;Nao informado;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;G;Azul Marinho;1;149.90;0.15;22.48;149.90;127.42;63.40;63.40;64.02;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;credito
CL-009176;2023-03-02;14:20:29;CLI-00493;F;18-24;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;GG;Verde Oliva;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;debito
CL-009177;2023-03-02;18:22:06;CLI-00146;M;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Grafite;1;139.90;0.10;13.99;139.90;125.91;57.80;57.80;68.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-009178;2023-03-02;13:32:12;CLI-02777;Nao informado;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;P;Branco;2;109.90;0.15;32.97;219.80;186.83;45.10;90.20;96.63;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-009179;2023-03-03;10:22:08;CLI-01706;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Verde Oliva;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-009180;2023-03-03;18:02:33;CLI-01537;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Branco;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-009181;2023-03-03;19:03:22;CLI-01931;F;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Azul Marinho;2;139.90;0.00;0.00;279.80;279.80;57.80;115.60;164.20;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-009182;2023-03-03;15:51:44;CLI-02047;F;45-54;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Verde Oliva;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-009183;2023-03-03;11:30:33;CLI-02428;M;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;P;Branco;1;109.90;0.05;5.50;109.90;104.41;45.10;45.10;59.30;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
CL-009184;2023-03-03;13:59:49;CLI-02799;M;18-24;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;PP;Branco;1;219.90;0.00;0.00;219.90;219.90;98.40;98.40;121.50;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;credito
CL-009185;2023-03-03;13:27:10;CLI-00582;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;P;Branco;1;69.90;0.15;10.49;69.90;59.42;27.60;27.60;31.82;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;debito
CL-009186;2023-03-03;14:28:52;CLI-00199;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Verde Oliva;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-009187;2023-03-03;19:27:01;CLI-01281;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Preto;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
