id_venda;data_venda;hora_venda;cliente_id;genero_cliente;faixa_etaria;produto_id;produto;genero_produto;categoria;tamanho;cor;quantidade;preco_unitario;desconto_pct;valor_desconto;valor_bruto;valor_liquido;custo_unitario;custo_total;margem_bruta;status_pedido;campanha;canal;loja_id;loja_nome;cidade;uf;vendedor_id;forma_pagamento
BQ-006736;2022-11-11;21:44:32;CLI-02271;M;25-34;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;PP;Preto;3;189.90;0.00;0.00;569.70;569.70;82.30;246.90;322.80;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;debito
BQ-006737;2022-11-11;13:09:47;CLI-01121;F;35-44;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;P;Grafite;2;189.90;0.05;18.99;379.80;360.81;82.30;164.60;196.21;devolvida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-006738;2022-11-11;18:40:56;CLI-01380;M;18-24;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;GG;Rosa;1;219.90;0.10;21.99;219.90;197.91;98.40;98.40;99.51;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-006739;2022-11-11;18:32:05;CLI-02208;M;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Grafite;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;dinheiro
BQ-006740;2022-11-11;13:38:29;CLI-01893;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Grafite;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-006741;2022-11-11;10:26:17;CLI-01123;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;M;Branco;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-006742;2022-11-11;12:17:05;CLI-00999;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Rosa;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-006743;2022-11-11;14:28:12;CLI-01821;F;18-24;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Preto;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;debito
BQ-006744;2022-11-11;19:48:46;CLI-02061;F;35-44;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;M;Rosa;1;219.90;0.10;21.99;219.90;197.91;98.40;98.40;99.51;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-006745;2022-11-12;14:15:42;CLI-02008;M;35-44;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;M;Verde Oliva;1;189.90;0.15;28.48;189.90;161.42;82.30;82.30;79.12;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;credito
BQ-006746;2022-11-12;10:30:20;CLI-00415;F;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Vinho;2;99.90;0.00;0.00;199.80;199.80;39.20;78.40;121.40;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-006747;2022-11-12;19:28:20;CLI-02307;F;18-24;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;P;Preto;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-006748;2022-11-12;10:55:43;CLI-01947;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;M;Preto;1;29.90;0.20;5.98;29.90;23.92;9.80;9.80;14.12;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-006749;2022-11-12;11:57:02;CLI-00292;F;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;M;Branco;2;109.90;0.00;0.00;219.80;219.80;45.10;90.20;129.60;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;credito
BQ-006750;2022-11-12;10:36:12;CLI-01070;F;55+;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Preto;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-006751;2022-11-12;21:45:22;CLI-00613;F;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Preto;2;99.90;0.10;19.98;199.80;179.82;39.20;78.40;101.42;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-006752;2022-11-12;11:21:07;CLI-01481;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;PP;Branco;2;29.90;0.15;8.97;59.80;50.83;9.80;19.60;31.23;devolvida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-006753;2022-11-12;11:49:00;CLI-02482;M;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Preto;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;devolvida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-006754;2022-11-12;20:15:38;CLI-01039;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Preto;2;29.90;0.00;0.00;59.80;59.80;9.80;19.60;40.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-006755;2022-11-12;19:55:41;CLI-01746;F;35-44;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;P;Azul Marinho;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-006756;2022-11-14;18:18:37;CLI-01888;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Rosa;1;29.90;0.30;8.97;29.90;20.93;9.80;9.80;11.13;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-006757;2022-11-14;17:22:39;CLI-00067;M;55+;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;M;Vinho;1;109.90;0.10;10.99;109.90;98.91;45.10;45.10;53.81;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;pix
BQ-006758;2022-11-14;17:56:04;CLI-01067;Nao informado;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Vinho;3;29.90;0.20;17.94;89.70;71.76;9.80;29.40;42.36;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-006759;2022-11-14;19:31:34;CLI-00870;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;PP;Verde Oliva;1;29.90;0.10;2.99;29.90;26.91;9.80;9.80;17.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;pix
BQ-006760;2022-11-14;13:16:53;CLI-00603;M;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;P;Verde Oliva;2;69.90;0.00;0.00;139.80;139.80;27.60;55.20;84.60;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-006761;2022-11-14;21:35:17;CLI-01006;M;45-54;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Preto;1;99.90;0.15;14.98;99.90;84.92;39.20;39.20;45.72;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;pix
BQ-006762;2022-11-14;21:18:23;CLI-00832;M;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;G;Preto;2;109.90;0.30;65.94;219.80;153.86;45.10;90.20;63.66;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-006763;2022-11-14;13:24:11;CLI-00100;F;18-24;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;P;Grafite;1;159.90;0.05;8.00;159.90;151.91;70.20;70.20;81.70;devolvida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;pix
BQ-006764;2022-11-14;15:32:13;CLI-01464;F;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Rosa;1;89.90;0.10;8.99;89.90;80.91;35.50;35.50;45.41;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;dinheiro
BQ-006765;2022-11-14;17:44:01;CLI-02203;M;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Branco;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;devolvida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-006766;2022-11-15;14:43:53;CLI-02445;M;35-44;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Vinho;2;64.90;0.00;0.00;129.80;129.80;24.90;49.80;80.00;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-006767;2022-11-15;11:34:50;CLI-02520;F;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;G;Branco;1;159.90;0.05;8.00;159.90;151.91;70.20;70.20;81.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-006768;2022-11-15;18:34:31;CLI-00396;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;GG;Preto;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-006769;2022-11-15;09:10:11;CLI-00108;Nao informado;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Branco;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;debito
BQ-006770;2022-11-15;13:19:32;CLI-00138;M;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;P;Branco;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-006771;2022-11-15;13:43:35;CLI-01110;F;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Azul Marinho;2;139.90;0.00;0.00;279.80;279.80;57.80;115.60;164.20;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-006772;2022-11-15;15:07:11;CLI-02254;F;55+;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Grafite;1;139.90;0.30;41.97;139.90;97.93;57.80;57.80;40.13;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-006773;2022-11-15;19:28:55;CLI-02667;F;18-24;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;PP;Azul Marinho;1;219.90;0.00;0.00;219.90;219.90;98.40;98.40;121.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-006774;2022-11-16;22:41:53;CLI-00479;F;55+;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;M;Rosa;1;219.90;0.15;32.98;219.90;186.92;98.40;98.40;88.52;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-006775;2022-11-16;11:30:28;CLI-01781;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Grafite;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-006776;2022-11-16;14:58:11;CLI-01284;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Branco;1;79.90;0.05;4.00;79.90;75.91;31.70;31.70;44.20;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;debito
BQ-006777;2022-11-16;20:33:48;CLI-02452;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;GG;Grafite;1;79.90;0.05;4.00;79.90;75.91;31.70;31.70;44.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-006778;2022-11-16;12:59:04;CLI-01417;M;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;GG;Preto;1;29.90;0.25;7.47;29.90;22.42;9.80;9.80;12.62;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-006779;2022-11-16;13:25:25;CLI-00340;M;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Grafite;1;139.90;0.10;13.99;139.90;125.91;57.80;57.80;68.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-006780;2022-11-16;10:35:06;CLI-02229;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;PP;Branco;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-006781;2022-11-16;08:57:01;CLI-01262;F;18-24;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;GG;Grafite;2;64.90;0.00;0.00;129.80;0.00;24.90;49.80;0.00;cancelada;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-006782;2022-11-16;13:08:28;CLI-01488;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Verde Oliva;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-006783;2022-11-16;19:49:45;CLI-02582;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Rosa;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
BQ-006784;2022-11-17;20:11:10;CLI-00952;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Rosa;2;99.90;0.00;0.00;199.80;199.80;39.20;78.40;121.40;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-006785;2022-11-17;18:52:23;CLI-00808;F;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Verde Oliva;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-006786;2022-11-17;14:42:33;CLI-01386;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Grafite;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-006787;2022-11-17;14:25:21;CLI-00054;F;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;PP;Verde Oliva;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-006788;2022-11-17;17:24:47;CLI-00505;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Grafite;1;99.90;0.15;14.98;99.90;84.92;39.20;39.20;45.72;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-006789;2022-11-17;22:37:24;CLI-01073;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Rosa;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-006790;2022-11-17;10:09:44;CLI-00849;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Preto;1;79.90;0.15;11.99;79.90;67.92;31.70;31.70;36.22;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-006791;2022-11-17;14:02:36;CLI-00314;M;25-34;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;GG;Verde Oliva;1;219.90;0.10;21.99;219.90;197.91;98.40;98.40;99.51;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-006792;2022-11-17;18:36:35;CLI-02008;F;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Verde Oliva;1;139.90;0.10;13.99;139.90;125.91;57.80;57.80;68.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-006793;2022-11-18;21:03:22;CLI-01490;F;18-24;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Grafite;1;79.90;0.25;19.98;79.90;59.93;31.70;31.70;28.23;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-006794;2022-11-18;19:39:01;CLI-00338;M;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;GG;Branco;1;149.90;0.20;29.98;149.90;119.92;63.40;63.40;56.52;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-006795;2022-11-18;12:03:13;CLI-00281;F;55+;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;PP;Rosa;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-006796;2022-11-18;11:34:01;CLI-02288;M;18-24;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Rosa;1;64.90;0.25;16.23;64.90;48.68;24.90;24.90;23.78;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-006797;2022-11-18;12:45:04;CLI-02556;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Verde Oliva;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-006798;2022-11-18;09:15:56;CLI-01396;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;GG;Verde Oliva;3;149.90;0.00;0.00;449.70;449.70;63.40;190.20;259.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-006799;2022-11-18;11:52:09;CLI-01856;M;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Branco;1;29.90;0.30;8.97;29.90;20.93;9.80;9.80;11.13;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-006800;2022-11-18;18:19:40;CLI-01104;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Grafite;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-006801;2022-11-19;16:49:50;CLI-01890;F;45-54;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;M;Branco;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-006802;2022-11-19;16:37:22;CLI-00063;Nao informado;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;M;Verde Oliva;1;29.90;0.05;1.50;29.90;28.40;9.80;9.80;18.60;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-006803;2022-11-19;15:52:01;CLI-00652;M;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Verde Oliva;2;149.90;0.00;0.00;299.80;299.80;63.40;126.80;173.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-006804;2022-11-19;20:24:08;CLI-00326;F;45-54;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;G;Vinho;1;109.90;0.15;16.48;109.90;93.42;45.10;45.10;48.32;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;dinheiro
BQ-006805;2022-11-19;17:29:47;CLI-01326;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;P;Azul Marinho;3;29.90;0.00;0.00;89.70;89.70;9.80;29.40;60.30;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;dinheiro
BQ-006806;2022-11-19;12:41:39;CLI-01488;M;18-24;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;G;Rosa;3;149.90;0.00;0.00;449.70;449.70;63.40;190.20;259.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-006807;2022-11-19;13:12:39;CLI-00315;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Verde Oliva;2;29.90;0.00;0.00;59.80;59.80;9.80;19.60;40.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-006808;2022-11-19;14:13:08;CLI-02028;F;18-24;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;P;Verde Oliva;1;149.90;0.10;14.99;149.90;134.91;63.40;63.40;71.51;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-006809;2022-11-19;15:41:55;CLI-01705;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Verde Oliva;1;99.90;0.10;9.99;99.90;89.91;39.20;39.20;50.71;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-006810;2022-11-19;12:31:46;CLI-02677;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;GG;Verde Oliva;1;29.90;0.05;1.50;29.90;28.40;9.80;9.80;18.60;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;dinheiro
BQ-006811;2022-11-19;14:54:57;CLI-00551;Nao informado;55+;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Rosa;1;99.90;0.15;14.98;99.90;84.92;39.20;39.20;45.72;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-006812;2022-11-19;18:41:18;CLI-00976;F;45-54;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Rosa;1;79.90;0.15;11.99;79.90;67.92;31.70;31.70;36.22;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-006813;2022-11-21;13:31:14;CLI-01301;F;55+;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;GG;Preto;1;149.90;0.05;7.50;149.90;142.41;63.40;63.40;79.00;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;credito
BQ-006814;2022-11-21;17:43:39;CLI-01142;F;55+;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Verde Oliva;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
BQ-006815;2022-11-21;10:54:26;CLI-00318;M;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Grafite;1;29.90;0.15;4.48;29.90;25.41;9.80;9.80;15.61;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-006816;2022-11-21;12:28:14;CLI-00748;F;18-24;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Branco;2;79.90;0.00;0.00;159.80;159.80;31.70;63.40;96.40;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
